recording_id,epoch_index,label,raw_label,eeg_fpz_cz_delta_relative_power,eeg_fpz_cz_theta_relative_power,eeg_fpz_cz_alpha_relative_power,eeg_fpz_cz_sigma_relative_power,eeg_fpz_cz_beta_relative_power
SC4001E0,51,Wake,Sleep stage W,0.8794176764963261,0.05499243661304905,0.016090217845650654,0.008175849388048662,0.025437755235293447
SC4001E0,52,Wake,Sleep stage W,0.8093955778314781,0.09514211012447527,0.02351406531692975,0.012341371231156369,0.04072623659216054
SC4001E0,53,Wake,Sleep stage W,0.8316462339024219,0.07489960945566264,0.020828242611113296,0.013036488999580887,0.03957548732666186
SC4001E0,54,Wake,Sleep stage W,0.7564369388324413,0.10329757663915604,0.028527083262666782,0.02106692050540306,0.06561985772604864
SC4001E0,55,Wake,Sleep stage W,0.8449743877711975,0.07087026438879515,0.01721513762612129,0.011820068567559058,0.03867391052046313
SC4001E0,56,Wake,Sleep stage W,0.7589044382671609,0.10400580649178993,0.028233324300526413,0.018603753774092787,0.06918828776378555
SC4001E0,57,Wake,Sleep stage W,0.5145749796492026,0.28923115668144267,0.04475720980528645,0.028207656669783414,0.08811100400978483
SC4001E0,58,Wake,Sleep stage W,0.5404401372986465,0.2403694608130524,0.05705177906056525,0.024407177291875116,0.0970556851210683
SC4001E0,59,Wake,Sleep stage W,0.8527912860782438,0.07226208987038277,0.019596190700462715,0.008688250847052421,0.03107848293652002
SC4001E0,60,Wake,Sleep stage W,0.7941089925333553,0.10104602396919486,0.023730415306700864,0.013490328005249378,0.038928860230073525
SC4001E0,61,Wake,Sleep stage W,0.7991708772256072,0.10915216204140306,0.02377461433697498,0.011563930621708938,0.03439388904806477
SC4001E0,62,Wake,Sleep stage W,0.7482385630955174,0.12274843070359195,0.03151406327594778,0.017891889843811192,0.06177118971953426
SC4001E0,63,Wake,Sleep stage W,0.8622612933235072,0.07280413863737478,0.016271210996403104,0.009144698393324284,0.02700348881050426
SC4001E0,64,Wake,Sleep stage W,0.8459810372922477,0.0772858403426685,0.0166197900995015,0.009522110232994305,0.036160944417161625
SC4001E0,65,Wake,Sleep stage W,0.8110488969987295,0.08352214783799616,0.020801678654517475,0.014066920041704338,0.04244654782468045
SC4001E0,66,Wake,Sleep stage W,0.8672404209405099,0.07438145598887173,0.014554002103647164,0.007020906196148595,0.024344998300128914
SC4001E0,67,Wake,Sleep stage W,0.8796375974342252,0.06660607125701726,0.015332190990367048,0.007497071869888317,0.015497941497418614
SC4001E0,68,Wake,Sleep stage W,0.868206073845462,0.08332852595887559,0.01403488478913407,0.005047709372191644,0.010688477026507928
SC4001E0,69,Wake,Sleep stage W,0.856755130790975,0.08234020231042738,0.01550401771481107,0.007409268948061155,0.022292816563643045
SC4001E0,70,Wake,Sleep stage W,0.8923628608493049,0.05918574931411101,0.011754949513784602,0.005784820298663635,0.018748891124777622
SC4001E0,71,Wake,Sleep stage W,0.8845079300245959,0.05501456795059008,0.018274896302627137,0.008850691780009128,0.022347227835905547
SC4001E0,72,Wake,Sleep stage W,0.8777565987394036,0.06659317441321651,0.012907212761621607,0.005691326868696442,0.019687784177542914
SC4001E0,73,Wake,Sleep stage W,0.8132583754100406,0.09168052137207727,0.025558908604077134,0.016202248704097248,0.03473624234596058
SC4001E0,74,Wake,Sleep stage W,0.851925411935857,0.07874737746024928,0.0219258398922579,0.008875862686723876,0.024230796610700312
SC4001E0,75,Wake,Sleep stage W,0.7612796900538522,0.1273944050388538,0.027603921876527774,0.011003250400361892,0.04884344915493103
SC4001E0,76,Wake,Sleep stage W,0.8239809040973287,0.08886814995820588,0.02642591184455058,0.011150862554477553,0.03219653492265843
SC4001E0,77,Wake,Sleep stage W,0.866092966562563,0.07017107620763066,0.016959460892757603,0.008138458326434604,0.024230384920111668
SC4001E0,78,Wake,Sleep stage W,0.8417297327835174,0.07073764301429357,0.01942636475417066,0.013520249747164462,0.04111429968663441
SC4001E0,79,Wake,Sleep stage W,0.7201065219319527,0.13257491608612387,0.036418176590961054,0.02136435659560698,0.0716119307954826
SC4002E0,0,Wake,Sleep stage W,0.789914734673761,0.10629573689615353,0.023053036378585426,0.011914220038870396,0.0452788567090894
SC4002E0,1,Wake,Sleep stage W,0.8858948095068783,0.047199781298111324,0.020295210904339625,0.007531989633454525,0.027403227303677766
SC4002E0,2,Wake,Sleep stage W,0.7447623067146171,0.15930151446962948,0.04044982220815664,0.008551994134405341,0.02001450509410993
SC4002E0,3,Wake,Sleep stage W,0.8210072642263171,0.09247637796394326,0.01768421654201629,0.011981801006432764,0.03656085437955828
SC4002E0,4,Wake,Sleep stage W,0.7871764506687985,0.12027392771062993,0.020878805572650212,0.010688588160347784,0.039466391567655246
SC4002E0,5,Wake,Sleep stage W,0.8312025119150102,0.08646111078011148,0.018857550216122846,0.010473044367254854,0.0350927148642634
SC4002E0,6,Wake,Sleep stage W,0.7489938941237114,0.11443654492460305,0.03257579501699056,0.019267407271360257,0.060387873406421565
SC4002E0,7,Wake,Sleep stage W,0.8449068009784143,0.07714586987150428,0.01790252905780056,0.009861634409779649,0.03524452199389323
SC4002E0,8,Wake,Sleep stage W,0.8174126428297857,0.08808896292800955,0.02221510074501181,0.011769055918761014,0.04773981718411578
SC4002E0,9,Wake,Sleep stage W,0.7447238379037536,0.10807281762971072,0.030721863082867427,0.02106356839617724,0.0733207234951883
SC4002E0,10,Wake,Sleep stage W,0.7529055615533764,0.09249562981132141,0.0327122408793503,0.018662174623511184,0.07916725059200841
SC4002E0,11,Wake,Sleep stage W,0.8198959871231688,0.060281984454583784,0.02431464452116032,0.023041329602805326,0.05933733003323798
SC4002E0,12,Wake,Sleep stage W,0.7874551164592677,0.08980100893272285,0.029066687038222586,0.017719432310816633,0.055958073926756974
SC4002E0,13,Wake,Sleep stage W,0.7868607942674541,0.08217391985186247,0.0303067741920936,0.02298514491130964,0.06279263644429096
SC4002E0,14,Wake,Sleep stage W,0.7813005694511356,0.11286741853278198,0.02283457870793041,0.016907852549505647,0.04791832116786411
SC4002E0,15,Wake,Sleep stage W,0.7226225395411113,0.10357085097813803,0.038675584688485275,0.02702246685723758,0.09084745182968222
SC4002E0,16,Wake,Sleep stage W,0.7560910669919938,0.09436345741440626,0.03480577908728147,0.022018145596263226,0.0757146955653363
SC4002E0,17,Wake,Sleep stage W,0.8054333135845655,0.0735733822065338,0.025921515700996205,0.018158369913771972,0.06290298992541228
SC4002E0,18,Wake,Sleep stage W,0.8472616430011523,0.05654734402892291,0.02248986241460845,0.013331041898520997,0.04367933803818308
SC4002E0,19,Wake,Sleep stage W,0.746231579498494,0.1018704348319967,0.0363641897075577,0.018962289929688424,0.07671986390395268
SC4002E0,20,Wake,Sleep stage W,0.7814071752165977,0.08731626859621444,0.029924270261789992,0.020745910419353527,0.06712480760015913
SC4002E0,21,Wake,Sleep stage W,0.7793889987857079,0.09532118340752575,0.026885191290519576,0.01586222231382241,0.06480312682616718
SC4002E0,22,Wake,Sleep stage W,0.6995195549086833,0.09342232434071485,0.03686241525976611,0.030339166646864358,0.12486512486148431
SC4002E0,23,Wake,Sleep stage W,0.7506158149216666,0.08223286402801573,0.032100592650419736,0.026814275868104462,0.08791506540842245
SC4002E0,24,Wake,Sleep stage W,0.6121883787564055,0.1030433851807459,0.05443333640270608,0.044740809257823026,0.15951990621043058
SC4002E0,25,Wake,Sleep stage W,0.8046380970881722,0.05576967374788587,0.026481489182249025,0.016999021133315254,0.07960199167363365
SC4002E0,26,Wake,Sleep stage W,0.7752379471986576,0.07568864879189532,0.027008526214139825,0.02357841889287262,0.0795032330772803
SC4002E0,27,Wake,Sleep stage W,0.7173022373885429,0.09685494172024457,0.04336335703073129,0.028243521399812874,0.0954941715084014
SC4002E0,28,Wake,Sleep stage W,0.7330908154364527,0.10488417751061217,0.036774648198072274,0.0216756028252816,0.08296369322445907
SC4002E0,29,Wake,Sleep stage W,0.7283419886580292,0.13090623935893528,0.028274358026390993,0.018777437011668462,0.06421705708777117
SC4002E0,30,Wake,Sleep stage W,0.8250502872226503,0.07499250168642536,0.02131584522500076,0.013718177344481608,0.0478196396169377
SC4002E0,31,Wake,Sleep stage W,0.7785436039505289,0.09252990773348313,0.026466407818754773,0.01957544802261211,0.062201678080431845
SC4002E0,32,Wake,Sleep stage W,0.8130271116529307,0.0996545547837302,0.019606486447671996,0.012503041519260055,0.0358636335119059
SC4002E0,33,Wake,Sleep stage W,0.8128794838277027,0.10810237411874958,0.0175956534821694,0.011573266771660377,0.03071956415138961
SC4002E0,34,Wake,Sleep stage W,0.7609618281864737,0.12235575012329024,0.027866739127217526,0.01634363574458304,0.0488039866919146
SC4002E0,35,Wake,Sleep stage W,0.8145847532217327,0.10268192343207351,0.024620241391910182,0.012438339844065555,0.02771217584854331
SC4002E0,36,Wake,Sleep stage W,0.7473585655214597,0.13348286987861221,0.02978581529562019,0.0172244659936341,0.04448699006865368
SC4002E0,37,Wake,Sleep stage W,0.7739860730024423,0.10706834646345934,0.024848869864506403,0.018284154895076093,0.05448138542271195
SC4002E0,38,Wake,Sleep stage W,0.8076917589996001,0.08185300728207015,0.01947247310076879,0.015763421588835164,0.056358141661590595
SC4002E0,39,Wake,Sleep stage W,0.8112156134854943,0.09984240111664669,0.01710885024389623,0.011360455286420672,0.03875227393323504
SC4002E0,40,Wake,Sleep stage W,0.8478310460440621,0.07404199148753157,0.018390181032817445,0.010229490276388207,0.0281479995350935
SC4002E0,41,Wake,Sleep stage W,0.7634054945557753,0.11046474955993173,0.0240758869546482,0.01931294457504356,0.06214431779881029
SC4002E0,42,Wake,Sleep stage W,0.7789276343138066,0.10114603440853702,0.02737518694521255,0.015198803698605708,0.05042235371091825
SC4002E0,43,Wake,Sleep stage W,0.7408238262956874,0.11475664838082891,0.03286569964781982,0.020704935179844154,0.05900123006607226
SC4002E0,44,Wake,Sleep stage W,0.8257285536930676,0.08605474393657768,0.018044893448256417,0.013194499118647451,0.034031729942306
SC4002E0,45,Wake,Sleep stage W,0.7685441436950318,0.12684029042536676,0.021183186603171245,0.0174188334176481,0.04154158735153788
SC4002E0,46,Wake,Sleep stage W,0.6471805355914558,0.16029466224152653,0.041166903558028246,0.03206196173412819,0.08819732763117298
SC4002E0,47,Wake,Sleep stage W,0.7455251695724817,0.09546269254390706,0.03437908633808342,0.024722543427141756,0.08061230819621022
SC4002E0,48,Wake,Sleep stage W,0.773928860247938,0.11538651799633996,0.03131117405297016,0.015537476423532679,0.04150994720482854
SC4002E0,49,Wake,Sleep stage W,0.7138709943792804,0.1158587561401503,0.04342043781182273,0.028810081290530594,0.07535517067525557
SC4002E0,50,Wake,Sleep stage W,0.7559906118847729,0.09058610890344157,0.03320850522599075,0.024449923135788178,0.0706054369983517
SC4002E0,51,Wake,Sleep stage W,0.7508062282036357,0.09577137587311264,0.03423968836402347,0.020898520702170815,0.07259958444332724
SC4002E0,52,Wake,Sleep stage W,0.6219970389824554,0.13124846250093655,0.055758635895725286,0.03759432575470343,0.12440629534128098
SC4002E0,53,Wake,Sleep stage W,0.8197519075000128,0.07589350659648095,0.019571395634843766,0.014538496441714547,0.05152299005671473
SC4002E0,54,Wake,Sleep stage W,0.6797485492392462,0.09866535857173582,0.04791019994924013,0.03702532719361943,0.11540090661932674
SC4002E0,55,Wake,Sleep stage W,0.803890215164796,0.09054206138611755,0.022604956693367973,0.01695418209330667,0.052206476098083696
SC4002E0,56,Wake,Sleep stage W,0.6603760683038774,0.11792919963256583,0.045511978341213497,0.03613500022306951,0.10848225553496733
SC4002E0,57,Wake,Sleep stage W,0.6106638275849174,0.1437116229301458,0.04602265310838469,0.04613020097713712,0.11748297817882462
SC4002E0,58,Wake,Sleep stage W,0.8057349432510575,0.1021779075082003,0.021160261313381896,0.013700028086560045,0.04323315904258137
SC4002E0,59,Wake,Sleep stage W,0.7427988203318207,0.10234570797220645,0.037616863584155356,0.02617408134176414,0.06509634249865358
SC4002E0,60,Wake,Sleep stage W,0.7527493377363649,0.12834689285294695,0.03488547768163306,0.017675732701977087,0.04324650076514758
SC4002E0,61,Wake,Sleep stage W,0.768738655379035,0.11103716832228185,0.026322808154151275,0.019031371205286224,0.049338875095279844
SC4002E0,62,Wake,Sleep stage W,0.6789773860745146,0.16806251227884036,0.0380712398637544,0.023390970686349412,0.06111346772059621
SC4002E0,63,Wake,Sleep stage W,0.7136266726941743,0.12293698547543595,0.037281714046426384,0.02759361173434595,0.07695582003513218
SC4002E0,64,Wake,Sleep stage W,0.7096170835018273,0.1502222815780454,0.03373472727741218,0.01905486640338648,0.061134801751909204
SC4002E0,65,Wake,Sleep stage W,0.7216191522495701,0.11769592900862791,0.03876627529532691,0.02338951414452369,0.07156960016662006
SC4002E0,66,Wake,Sleep stage W,0.7423465590871285,0.12907951649900853,0.02829967550990724,0.018541496061983017,0.05713210969105185
SC4002E0,67,Wake,Sleep stage W,0.7182550712018021,0.13573002638254514,0.03533755441573129,0.021941867820942068,0.06627839331888687
SC4002E0,68,Wake,Sleep stage W,0.6637006699565432,0.14219177896997104,0.04313391688841159,0.026917812470512396,0.08568445953908822
SC4002E0,69,Wake,Sleep stage W,0.7517055051461559,0.10554280519584386,0.033703065838126614,0.01822209140596276,0.06909280141559826
SC4002E0,70,Wake,Sleep stage W,0.5916519473522424,0.16498537130147584,0.05972663870962285,0.0326945470776709,0.11934045251493591
SC4002E0,71,Wake,Sleep stage W,0.6285632601917017,0.14964584439825548,0.04639476018432184,0.03837043895974159,0.09903961754190992
SC4002E0,72,Wake,Sleep stage W,0.7303304763981202,0.14864585169525701,0.03469842165096798,0.017166941395324316,0.052527140219896906
SC4002E0,73,Wake,Sleep stage W,0.7225939633541071,0.10078178577109317,0.03851164787962583,0.02352895675366765,0.08913223951036577
SC4002E0,74,Wake,Sleep stage W,0.7250413677238238,0.13297084211788796,0.029317979612223613,0.01935655281336593,0.05957380365369751
SC4002E0,75,Wake,Sleep stage W,0.7039260123073239,0.14019678569734964,0.03666874469346114,0.021920591483132787,0.06900383801826875
SC4002E0,76,Wake,Sleep stage W,0.6965328841192845,0.14880719530130782,0.03683895262926833,0.02078999246138127,0.06726600055741164
SC4002E0,77,Wake,Sleep stage W,0.666767504995958,0.13750240470216604,0.037292784432725344,0.02433464990313996,0.10819478498681781
SC4002E0,78,Wake,Sleep stage W,0.6841042511029101,0.12653798314011003,0.03686654181513291,0.03038710940401087,0.09705760800708363
SC4002E0,79,Wake,Sleep stage W,0.6874836613223982,0.13641885158401768,0.03567707780307003,0.022444325062451573,0.09263982509985529
SC4011E0,0,Wake,Sleep stage W,0.9070732085707018,0.060983039965455385,0.007073271802384198,0.0016598055394932557,0.002636587414843626
SC4011E0,1,Wake,Sleep stage W,0.9391906378268442,0.03774927132493841,0.00435346182751333,0.0011351420332819573,0.002045950312364043
SC4011E0,2,Wake,Sleep stage W,0.9213951321082053,0.05434578231407169,0.00692326312692285,0.0027018327685419305,0.004643151601962478
SC4011E0,3,Wake,Sleep stage W,0.9716174132168919,0.01370377589153896,0.007126832056723403,0.0011991033171836517,0.003376553198788133
SC4011E0,4,Wake,Sleep stage W,0.6606357975461357,0.13317224082446324,0.11791906103838151,0.012919176669040987,0.04715725807033787
SC4011E0,5,Wake,Sleep stage W,0.9032566619518545,0.07336261380538339,0.007250820135351264,0.0017515474006354647,0.002197784717459611
SC4011E0,6,Wake,Sleep stage W,0.9143649789959987,0.05693950492068684,0.008282343611580971,0.0024650933039535015,0.005556545334839454
SC4011E0,7,Wake,Sleep stage W,0.9645682703070213,0.024106666303929054,0.0034633609751956534,0.0010090387791127815,0.0019008403393959861
SC4011E0,8,Wake,Sleep stage W,0.9243924570369555,0.04946643698404976,0.00496478300010355,0.001326400268084387,0.0011311436032874643
SC4011E0,9,Wake,Sleep stage W,0.8946020473579812,0.07122592341311765,0.006998184494972205,0.0018783891117037906,0.002577382111885732
SC4011E0,10,Wake,Sleep stage W,0.9268035537263715,0.04957601931049045,0.006211768302341521,0.0013202018214351326,0.001935445639108294
SC4011E0,11,Wake,Sleep stage W,0.9369207702420679,0.037753301177583534,0.007447335016923597,0.002278350331782762,0.003359318844392904
SC4011E0,12,Wake,Sleep stage W,0.9529499107497906,0.033406730297420584,0.004292156649087399,0.0011378858068357776,0.0020064429524584196
SC4011E0,13,Wake,Sleep stage W,0.9173456275807489,0.05552039111120607,0.008205676062292732,0.002423451286747109,0.0044671509594310325
SC4011E0,14,Wake,Sleep stage W,0.9458633530441671,0.03791205917978095,0.004110900019503865,0.0016626421331956936,0.0031260532479860984
SC4011E0,15,Wake,Sleep stage W,0.9204709991333253,0.05362320876566326,0.007353879986811497,0.0017544219175701084,0.003636011477440898
SC4011E0,16,Wake,Sleep stage W,0.8968675881861392,0.07104028040363827,0.009468984713175215,0.0037403298969596083,0.005319335927514615
SC4011E0,17,Wake,Sleep stage W,0.8696678634464611,0.08439938333669518,0.0122174519637373,0.003714535144434109,0.006250139844365362
SC4011E0,18,Wake,Sleep stage W,0.9225945090644735,0.04745863802359523,0.008378069272863557,0.002621305546154875,0.0039008032441056485
SC4011E0,19,Wake,Sleep stage W,0.9194137377446933,0.054223110127205994,0.006572681902108455,0.0017517071813498276,0.003873601018487417
SC4011E0,20,Wake,Sleep stage W,0.9157002729931055,0.05664513465881449,0.007793967196386998,0.0028673918349579343,0.0038207815844930135
SC4011E0,21,Wake,Sleep stage W,0.9017543227235373,0.06681759162861725,0.008831574112756908,0.0033091558280035262,0.006796855751830885
SC4011E0,22,Wake,Sleep stage W,0.9131196978891535,0.05484260353673954,0.011142047371720297,0.0036442704410576832,0.005988316062217483
SC4011E0,23,Wake,Sleep stage W,0.9190382780683782,0.051614440670339365,0.009683786691922824,0.002692665668111323,0.004568992561503285
SC4011E0,24,Wake,Sleep stage W,0.9503989576481159,0.030473209775079196,0.0051217373530139014,0.0016046104809387064,0.002803470143098518
SC4011E0,25,Wake,Sleep stage W,0.9029930917873551,0.06610041480076266,0.009396949699278604,0.00214875096682865,0.00420840571844194
SC4011E0,26,Wake,Sleep stage W,0.8831225945662079,0.07481219218451779,0.012593100741748202,0.00479512916074039,0.010997217815499581
SC4011E0,27,Wake,Sleep stage W,0.9141586868414454,0.0617739978592549,0.00771298507925994,0.0024034131102436728,0.004177510312534288
SC4011E0,28,Wake,Sleep stage W,0.9033468224322058,0.06885193812582233,0.00911494325081875,0.00220127801757255,0.004641725397832628
SC4011E0,29,Wake,Sleep stage W,0.890371681930636,0.07471392430174527,0.009517934406401965,0.003366712947361047,0.005044874950432842
SC4011E0,30,Wake,Sleep stage W,0.9160524896561207,0.04939357185955973,0.008111677868315629,0.0033288578058626446,0.012107304682552176
SC4011E0,31,Wake,Sleep stage W,0.8734898546221395,0.06529998115168134,0.011225880353923905,0.006372873784219872,0.029791847136534832
SC4011E0,32,Wake,Sleep stage W,0.922085740863203,0.044539336589801984,0.007352097362262693,0.0031708798634953795,0.010293679559045489
SC4011E0,33,Wake,Sleep stage W,0.9275440155621185,0.0496868108100127,0.006591451996181992,0.002616816689756222,0.0027160662643878806
SC4011E0,34,Wake,Sleep stage W,0.9267306632275361,0.046663914304899315,0.006406841960252988,0.002814781017150815,0.006075962091505339
SC4011E0,35,Wake,Sleep stage W,0.9341782211993118,0.042532532991237416,0.005659134707106258,0.0024751898058353004,0.005152017212710321
SC4011E0,36,Wake,Sleep stage W,0.9060843572803661,0.06967233147681451,0.00677192021018772,0.002278744863259372,0.003097846197714101
SC4011E0,37,Wake,Sleep stage W,0.9211120301822561,0.051481537987813665,0.00624752520305646,0.0024443116668587247,0.004936690055215849
SC4011E0,38,Wake,Sleep stage W,0.8975665558866863,0.06733927427409882,0.008170038808620366,0.0035276531674727084,0.007387626532788888
SC4011E0,39,Wake,Sleep stage W,0.9212087566387371,0.05486913359535339,0.008053067561387234,0.0021791143417348386,0.004748667197357182
SC4011E0,40,Wake,Sleep stage W,0.9203083766815606,0.049043864663750214,0.00849977142998124,0.0034917241580039657,0.00736964375229184
SC4011E0,41,Wake,Sleep stage W,0.885990848173944,0.07593921538157777,0.010660015860625907,0.002625943153299353,0.0059629346386233534
SC4011E0,42,Wake,Sleep stage W,0.8880399584536245,0.0765117200701785,0.006511451085639854,0.0026575243299492434,0.0047097043477531955
SC4011E0,43,Wake,Sleep stage W,0.9228576901205087,0.05203348349312603,0.0075917293394671855,0.002034617256803797,0.003975019328261741
SC4011E0,44,Wake,Sleep stage W,0.9374806324867682,0.03777313185558577,0.005403116455931604,0.003938573840124858,0.006912505405362185
SC4011E0,45,Wake,Sleep stage W,0.9310882233225292,0.04576360447583091,0.005445614897112346,0.0015971230028360356,0.0027008557038274124
SC4011E0,46,Wake,Sleep stage W,0.9331376411788187,0.045162217821847,0.007028219312241034,0.0024078408273711153,0.005519887805836533
SC4011E0,47,Wake,Sleep stage W,0.8839774635143067,0.08023288190854623,0.010138719171311147,0.003556711903978018,0.00639016330772186
