recording_id,time_seconds,EEG Fpz-Cz,EEG Pz-Oz
SC4001E0,0.77,-3.235164835164835e-06,8.185347985348e-06
SC4001E0,0.78,-6.095238095238096e-07,6.361904761904774e-06
SC4001E0,0.79,-4.360439560439561e-06,3.1575091575092805e-07
SC4001E0,0.8,-3.61025641025641e-06,5.210256410256422e-06
SC4001E0,0.81,-2.484981684981685e-06,1.0835164835164958e-06
SC4001E0,0.82,-3.2820512820512836e-07,5.882051282051295e-06
SC4001E0,0.83,-8.908424908424909e-07,3.962637362637375e-06
SC4001E0,0.84,-1.3597069597069598e-06,1.384761904761906e-05
SC4001E0,0.85,-8.861538461538462e-06,1.5095238095238109e-05
SC4001E0,0.86,-1.0455677655677655e-05,1.8358241758241772e-05
SC4001E0,0.87,-7.173626373626373e-06,1.0104761904761916e-05
SC4001E0,0.88,-6.142124542124542e-06,8.665201465201478e-06
SC4001E0,0.89,-5.298168498168498e-06,3.578754578754591e-06
SC4001E0,0.9,-5.298168498168498e-06,-1.5076923076922954e-06
SC4001E0,0.91,-6.048351648351648e-06,-6.439560439560317e-07
SC4001E0,0.92,-1.1721611721611723e-06,2.6190476190476315e-06
SC4001E0,0.93,3.6102564102564096e-06,7.801465201465213e-06
SC4001E0,0.94,2.9538461538461533e-06,1.2983882783882796e-05
SC4001E0,0.95,-7.83003663003663e-06,1.0872527472527486e-05
SC4001E0,0.96,-2.6584615384615385e-05,1.2983882783882796e-05
SC4001E0,0.97,-1.4394139194139194e-05,9.33699633699635e-06
SC4001E0,0.98,-4.9183882783882785e-05,8.953113553113564e-06
SC4001E0,0.99,-6.38124542124542e-05,2.1391941391941516e-06
SC4001E0,1.0,-6.4e-05,4.2505494505494625e-06
SC4001E0,1.01,-6.39062271062271e-05,9.875457875457997e-07
SC4001E0,1.02,-6.296849816849816e-05,1.6593406593406715e-06
SC4001E0,1.03,-6.137435897435897e-05,3.0029304029304153e-06
SC4001E0,1.04,-5.9498901098901095e-05,3.962637362637375e-06
SC4001E0,1.05,-5.6310622710622705e-05,8.56923076923078e-06
SC4001E0,1.06,-5.068424908424908e-05,8.56923076923078e-06
SC4001E0,1.07,-4.8996336996337e-05,7.801465201465213e-06
SC4001E0,1.08,-3.605567765567765e-05,-2.8512820512820394e-06
SC4001E0,1.09,-3.633699633699633e-05,-5.1545787545787424e-06
SC4001E0,1.1,-2.5834432234432233e-05,-3.1391941391941272e-06
SC4001E0,1.11,-1.7582417582417584e-05,1.0835164835164958e-06
SC4001E0,1.12,-5.579487179487179e-06,8.953113553113564e-06
SC4001E0,1.13,-3.516483516483516e-06,9.241025641025654e-06
SC4001E0,1.14,9.142857142857142e-06,9.432967032967045e-06
SC4001E0,1.15,1.636336996336996e-05,5.01831501831503e-06
SC4001E0,1.16,2.5365567765567764e-05,4.442490842490855e-06
SC4001E0,1.17,3.1179487179487176e-05,-4.194871794871783e-06
SC4001E0,1.18,3.192967032967033e-05,-8.609523809523798e-06
SC4001E0,1.19,2.9304029304029302e-05,-5.3465201465201346e-06
SC4001E0,1.2,3.1554578754578756e-05,2.7838827838840117e-08
SC4001E0,1.21,3.361758241758242e-05,3.6747252747252874e-06
SC4001E0,1.22,3.8493772893772893e-05,9.624908424908439e-06
SC4001E0,1.23,3.736849816849817e-05,1.5575091575091588e-05
SC4001E0,1.24,3.586813186813187e-05,1.5383150183150196e-05
SC4001E0,1.25,3.5493040293040294e-05,2.0565567765567776e-05
SC4001E0,1.26,3.652454212454212e-05,1.3655677655677668e-05
SC4001E0,1.27,3.361758241758242e-05,1.403956043956045e-05
SC4001E0,1.28,3.474285714285714e-05,7.41758241758243e-06
SC4001E0,1.29,3.84e-05,2.6190476190476315e-06
SC4001E0,1.3,4.449523809523809e-05,4.2505494505494625e-06
SC4001E0,1.31,1.1956043956043956e-05,1.0200732600732613e-05
SC4001E0,1.32,3.052307692307692e-05,1.096849816849818e-05
SC4001E0,1.33,3.08043956043956e-05,9.528937728937741e-06
SC4001E0,1.34,3.324249084249084e-05,1.2504029304029315e-05
SC4001E0,1.35,2.977289377289377e-05,1.1832234432234445e-05
SC4001E0,1.36,3.08043956043956e-05,3.866666666666679e-06
SC4001E0,1.37,2.4615384615384616e-05,1.0680586080586094e-05
SC4001E0,1.38,1.9270329670329667e-05,1.1352380952380964e-05
SC4001E0,1.39,1.8426373626373624e-05,6.169963369963382e-06
SC4001E0,1.4,1.9926739926739927e-05,1.1352380952380964e-05
SC4001E0,1.41,1.7676190476190476e-05,1.547912087912089e-05
SC4001E0,1.42,2.067692307692308e-05,1.6630769230769243e-05
SC4001E0,1.43,2.527179487179487e-05,1.1736263736263749e-05
SC4001E0,1.44,-6.4234432234432235e-06,1.0200732600732613e-05
SC4001E0,1.45,-7.454945054945055e-06,9.912820512820525e-06
SC4001E0,1.46,-1.6832234432234432e-05,9.816849816849829e-06
SC4001E0,1.47,-3.8493772893772893e-05,5.114285714285727e-06
SC4001E0,1.48,-4.74959706959707e-05,9.875457875457997e-07
SC4001E0,1.49,-4.787106227106227e-05,1.94725274725276e-06
SC4001E0,1.5,-4.8058608058608056e-05,4.538461538461551e-06
SC4001E0,1.51,-4.74959706959707e-05,5.402197802197814e-06
SC4001E0,1.52,-4.336996336996337e-05,3.0029304029304153e-06
SC4001E0,1.53,-3.577435897435897e-05,6.169963369963382e-06
SC4001E0,1.54,-2.3115018315018313e-05,8.185347985348e-06
SC4001E0,1.55,-1.561318681318681e-05,8.56923076923078e-06
SC4001E0,1.56,-6.610989010989011e-06,9.720879120879135e-06
SC4001E0,1.57,4.36043956043956e-06,4.346520146520159e-06
SC4001E0,1.58,1.3737728937728936e-05,4.346520146520159e-06
SC4001E0,1.59,1.6832234432234432e-05,3.578754578754591e-06
SC4001E0,1.6,2.8835164835164836e-05,2.7838827838840117e-08
SC4001E0,1.61,3.6618315018315016e-05,-3.810989010988999e-06
SC4001E0,1.62,3.718095238095238e-05,-2.600732600732478e-07
SC4001E0,1.63,4.44014652014652e-05,4.826373626373638e-06
SC4001E0,1.64,4.177582417582417e-05,4.05860805860807e-06
SC4001E0,1.65,4.721465201465201e-05,3.290842490842503e-06
SC4001E0,1.66,4.7120879120879124e-05,6.169963369963382e-06
SC4001E0,1.67,4.665201465201465e-05,5.5941391941392065e-06
SC4001E0,1.68,4.524542124542125e-05,8.185347985348e-06
SC4001E0,1.69,4.674578754578754e-05,5.882051282051295e-06
SC4001E0,1.7,4.496410256410256e-05,3.4827838827838952e-06
SC4001E0,1.71,4.243223443223443e-05,-2.8512820512820394e-06
SC4001E0,1.72,4.083809523809523e-05,5.0769230769232e-07
SC4001E0,1.73,4.4870329670329666e-05,-1.641025641025518e-07
SC4001E0,1.74,3.633699633699633e-05,4.154578754578767e-06
SC4001E0,1.75,3.305494505494505e-05,1.2380952380953613e-07
SC4001E0,1.76,3.811868131868132e-05,4.634432234432247e-06
SC4001E0,1.77,2.9116483516483515e-05,5.5941391941392065e-06
SC4001E0,1.78,2.695970695970696e-05,2.1391941391941516e-06
SC4001E0,1.79,2.7428571428571425e-05,5.5941391941392065e-06
SC4001E0,1.8,1.9926739926739927e-05,2.8109890109890236e-06
SC4001E0,1.81,2.18021978021978e-05,3.962637362637375e-06
SC4001E0,1.82,1.6926007326007324e-05,7.513553113553125e-06
SC4001E0,1.83,1.6550915750915747e-05,1.0200732600732613e-05
SC4001E0,1.84,1.5425641025641025e-05,9.241025641025654e-06
SC4001E0,1.85,1.0361904761904761e-05,1.1640293040293054e-05
SC4001E0,1.86,1.5706959706959707e-05,5.6901098901099026e-06
SC4001E0,1.87,1.3175091575091573e-05,3.770695970695983e-06
SC4001E0,1.88,6.704761904761905e-06,-4.520146520146397e-07
SC4001E0,1.89,1.3643956043956043e-05,-4.386813186813175e-06
SC4001E0,1.9,1.2518681318681319e-05,-4.0029304029303905e-06
SC4001E0,1.91,1.308131868131868e-05,-1.9875457875457753e-06
SC4001E0,1.92,1.1112087912087911e-05,-6.439560439560317e-07
SC4001E0,1.93,1.701978021978022e-05,-4.0989010989010866e-06
SC4001E0,1.94,1.1956043956043956e-05,-2.9472527472527347e-06
SC4001E0,1.95,1.1768498168498167e-05,-2.0835164835164718e-06
SC4001E0,1.96,2.391208791208791e-06,-1.9875457875457753e-06
SC4001E0,1.97,1.0174358974358973e-05,-2.275457875457863e-06
SC4001E0,1.98,6.6109890109890105e-06,-2.7553113553113434e-06
SC4001E0,1.99,1.0924542124542124e-05,-4.0029304029303905e-06
SC4001E0,2.0,4.454212454212454e-06,-6.690109890109878e-06
SC4001E0,2.01,-2.6725274725274728e-06,-8.129670329670318e-06
SC4001E0,2.02,-7.970695970695972e-07,-5.826373626373614e-06
SC4001E0,2.03,-4.079120879120879e-06,-3.715018315018303e-06
SC4001E0,2.04,-1.5472527472527474e-06,-6.306227106227094e-06
SC4001E0,2.05,-5.2043956043956044e-06,-4.194871794871783e-06
SC4001E0,2.06,-2.578754578754579e-06,-8.705494505494494e-06
SC4001E0,2.07,-1.8285714285714286e-06,-9.089377289377278e-06
SC4001E0,2.08,6.048351648351648e-06,-1.2448351648351636e-05
SC4001E0,2.09,-5.860805860805861e-06,-1.4655677655677643e-05
SC4001E0,2.1,-5.485714285714286e-06,-1.8014652014652004e-05
SC4001E0,2.11,-7.173626373626373e-06,-1.475164835164834e-05
SC4001E0,2.12,3.7040293040293036e-06,-1.5135531135531124e-05
SC4001E0,2.13,-2.2974358974358975e-06,-1.2064468864468853e-05
SC4001E0,2.14,-6.704761904761905e-06,-1.3599999999999988e-05
SC4001E0,2.15,-2.2974358974358975e-06,-1.9742124542124533e-05
SC4001E0,2.16,-5.860805860805861e-06,-1.8590476190476177e-05
SC4001E0,2.17,-2.2974358974358975e-06,-1.6287179487179475e-05
SC4001E0,2.18,4.266666666666667e-06,-1.926227106227105e-05
SC4001E0,2.19,6.517216117216117e-06,-1.7630769230769216e-05
SC4001E0,2.2,3.7040293040293036e-06,-1.7054945054945043e-05
SC4001E0,2.21,4.172893772893772e-06,-9.569230769230757e-06
SC4001E0,2.22,3.6102564102564096e-06,-8.5135531135531e-06
SC4001E0,2.23,2.9538461538461533e-06,-8.225641025641014e-06
SC4001E0,2.24,1.7347985347985345e-06,-8.033699633699622e-06
SC4001E0,2.25,1.3597069597069596e-06,-3.1391941391941272e-06
SC4001E0,2.26,-1.9223443223443225e-06,-1.0720879120879108e-05
SC4001E0,2.27,-5.485714285714286e-06,-8.705494505494494e-06
SC4001E0,2.28,-3.61025641025641e-06,-2.659340659340647e-06
SC4001E0,2.29,-4.923076923076923e-06,-1.024102564102563e-05
SC4001E0,2.3,2.0583150183150183e-05,-1.5615384615384604e-05
SC4001E0,2.31,-2.6584615384615385e-05,2.5230769230769354e-06
SC4001E0,2.32,-2.123956043956044e-05,-1.4117216117215996e-06
SC4001E0,2.33,-4.365128205128205e-05,-1.494358974358973e-05
SC4001E0,2.34,-2.574065934065934e-05,-1.235238095238094e-05
SC4001E0,2.35,-5.893626373626373e-05,-1.3504029304029292e-05
SC4001E0,2.36,-6.54065934065934e-05,-1.3408058608058595e-05
SC4001E0,2.37,-6.784468864468865e-05,-1.590329670329669e-05
SC4001E0,2.38,-5.809230769230769e-05,-1.8398534798534785e-05
SC4001E0,2.39,-4.168205128205128e-05,-2.070183150183149e-05
SC4001E0,2.4,-6.85010989010989e-05,-1.2256410256410243e-05
SC4001E0,2.41,-5.8561172161172156e-05,-1.7726739926739917e-05
SC4001E0,2.42,-7.375238095238094e-05,-1.8782417582417572e-05
SC4001E0,2.43,-4.787106227106227e-05,-2.2717216117216106e-05
SC4001E0,2.44,-5.518534798534798e-05,-4.866666666666654e-06
SC4001E0,2.45,-5.021538461538461e-05,-1.907032967032966e-05
SC4001E0,2.46,-4.543296703296703e-05,-1.0816849816849804e-05
SC4001E0,2.47,-3.821245421245421e-05,-9.569230769230757e-06
SC4001E0,2.48,-3.4367765567765565e-05,-3.715018315018303e-06
SC4001E0,2.49,-2.3583882783882786e-05,-1.043296703296702e-05
SC4001E0,2.5,-1.0174358974358973e-05,-6.4021978021977896e-06
SC4001E0,2.51,-2.1427106227106223e-05,-6.2102564102563974e-06
SC4001E0,2.52,-1.7582417582417584e-05,-1.3695970695970684e-05
SC4001E0,2.53,-1.0174358974358973e-05,-1.2448351648351636e-05
SC4001E0,2.54,-1.5800732600732602e-05,-9.281318681318669e-06
SC4001E0,2.55,-1.1487179487179487e-05,-4.48278388278387e-06
SC4001E0,2.56,-3.422710622710623e-06,-1.0816849816849804e-05
SC4001E0,2.57,7.454945054945055e-06,-6.018315018315006e-06
SC4001E0,2.58,-3.399267399267399e-05,-1.139267399267398e-05
SC4001E0,2.59,-1.2706227106227106e-05,-1.3887912087912075e-05
SC4001E0,2.6,-1.7957509157509158e-05,-1.6287179487179475e-05
SC4001E0,2.61,-2.067692307692308e-05,-1.0624908424908414e-05
SC4001E0,2.62,-1.88014652014652e-05,-1.1008791208791196e-05
SC4001E0,2.63,-1.5894505494505494e-05,-6.114285714285702e-06
SC4001E0,2.64,-3.380512820512821e-05,-4.674725274725262e-06
SC4001E0,2.65,-4.937142857142857e-05,-9.185347985347973e-06
SC4001E0,2.66,-4.974652014652014e-05,-1.2197802197802074e-06
SC4001E0,2.67,-5.5091575091575095e-05,4.11721611721624e-07
SC4001E0,2.68,-5.3778754578754575e-05,4.346520146520159e-06
SC4001E0,2.69,-5.1246886446886445e-05,-5.479853479853357e-07
SC4001E0,2.7,-4.562051282051282e-05,1.1794871794871918e-06
SC4001E0,2.71,-3.239853479853479e-05,-3.043223443223431e-06
SC4001E0,2.72,-2.5084249084249082e-05,-2.9472527472527347e-06
SC4001E0,2.73,-2.2833699633699634e-05,-5.058608058608046e-06
SC4001E0,2.74,-4.688644688644705e-08,-3.1391941391941272e-06
SC4001E0,2.75,9.142857142857142e-06,-2.7553113553113434e-06
SC4001E0,2.76,1.7394871794871793e-05,-1.4117216117215996e-06
SC4001E0,2.77,2.424029304029304e-05,-6.2102564102563974e-06
SC4001E0,2.78,3.2586080586080583e-05,-1.0816849816849804e-05
SC4001E0,2.79,3.4836630036630035e-05,-1.5135531135531124e-05
SC4001E0,2.8,4.3932600732600734e-05,-4.96263736263735e-06
SC4001E0,2.81,4.702710622710622e-05,-4.0029304029303905e-06
SC4001E0,2.82,4.618315018315018e-05,1.125641025641027e-05
SC4001E0,2.83,4.083809523809523e-05,-5.479853479853357e-07
SC4001E0,2.84,4.5808058608058605e-05,7.956043956044079e-07
SC4001E0,2.85,4.5526739926739926e-05,-2.0835164835164718e-06
SC4001E0,2.86,1.711355311355311e-05,5.0769230769232e-07
SC4001E0,2.87,-2.578754578754579e-06,8.91575091575104e-07
SC4001E0,2.88,-1.1112087912087911e-05,2.8109890109890236e-06
SC4001E0,2.89,-2.545934065934066e-05,-4.520146520146397e-07
SC4001E0,2.9,-4.046300366300366e-05,9.875457875457997e-07
SC4001E0,2.91,-4.533919413919414e-05,-2.275457875457863e-06
SC4001E0,2.92,-3.868131868131868e-05,-1.7956043956043834e-06
SC4001E0,2.93,-3.5961904761904764e-05,1.5633699633699754e-06
SC4001E0,2.94,-2.827252747252747e-05,-3.810989010988999e-06
SC4001E0,2.95,-4.454212454212454e-06,-3.331135531135519e-06
SC4001E0,2.96,1.1393406593406593e-05,-6.018315018315006e-06
SC4001E0,2.97,2.602197802197802e-05,-4.866666666666654e-06
SC4001E0,2.98,4.224468864468864e-05,-2.3714285714285596e-06
SC4001E0,2.99,4.4682783882783876e-05,-1.3157509157509035e-06
SC4001E0,3.0,5.312234432234432e-05,-5.058608058608046e-06
SC4001E0,3.01,5.8842490842490835e-05,-6.594139194139182e-06
SC4001E0,3.02,6.371868131868131e-05,-1.1008791208791196e-05
SC4001E0,3.03,6.39062271062271e-05,-1.0720879120879108e-05
SC4001E0,3.04,6.39062271062271e-05,-3.043223443223431e-06
SC4001E0,3.05,6.165567765567766e-05,-2.659340659340647e-06
SC4001E0,3.06,5.893626373626373e-05,-1.7956043956043834e-06
SC4001E0,3.07,5.415384615384615e-05,3.962637362637375e-06
SC4001E0,3.08,5.293479853479853e-05,-1.7956043956043834e-06
SC4001E0,3.09,4.44014652014652e-05,-5.1545787545787424e-06
SC4001E0,3.1,2.9304029304029302e-05,-3.715018315018303e-06
SC4001E0,3.11,7.079853479853479e-06,-1.2197802197802074e-06
SC4001E0,3.12,-2.1614652014652013e-05,1.3714285714285837e-06
SC4001E0,3.13,-4.871501831501831e-05,4.11721611721624e-07
SC4001E0,3.14,-4.843369963369963e-05,6.361904761904774e-06
SC4001E0,3.15,-5.162197802197802e-05,9.432967032967045e-06
SC4001E0,3.16,-3.811868131868132e-05,1.0584615384615396e-05
SC4001E0,3.17,-2.2552380952380952e-05,6.8417582417582545e-06
SC4001E0,3.18,-2.7897435897435898e-05,3.6747252747252874e-06
SC4001E0,3.19,2.9538461538461533e-06,1.1794871794871918e-06
SC4001E0,3.2,2.574065934065934e-05,4.922344322344335e-06
SC4001E0,3.21,3.736849816849817e-05,2.5230769230769354e-06
SC4001E0,3.22,4.308864468864469e-05,3.1948717948718075e-06
SC4001E0,3.23,5.1434432234432236e-05,3.578754578754591e-06
SC4001E0,3.24,5.387252747252747e-05,3.770695970695983e-06
SC4001E0,3.25,5.302857142857142e-05,3.1575091575092805e-07
SC4001E0,3.26,6.193699633699633e-05,1.7553113553113676e-06
SC4001E0,3.27,6.024908424908424e-05,1.2754578754578877e-06
SC4001E0,3.28,5.434139194139194e-05,3.290842490842503e-06
SC4001E0,3.29,4.44014652014652e-05,-1.641025641025518e-07
SC4001E0,3.3,4.496410256410256e-05,6.073992673992687e-06
SC4001E0,3.31,-1.8613919413919414e-05,6.361904761904774e-06
SC4001E0,3.32,-4.102564102564103e-05,3.0029304029304153e-06
SC4001E0,3.33,-3.6618315018315016e-05,1.94725274725276e-06
SC4001E0,3.34,-5.0121611721611716e-05,1.0104761904761916e-05
SC4001E0,3.35,-4.130695970695971e-05,5.882051282051295e-06
SC4001E0,3.36,-2.3396336996336995e-05,8.281318681318694e-06
SC4001E0,3.37,-1.2706227106227106e-05,1.1064468864468876e-05
SC4001E0,3.38,7.923809523809523e-06,6.8417582417582545e-06
SC4001E0,3.39,2.7147252747252746e-05,5.786080586080598e-06
SC4001E0,3.4,2.4709157509157508e-05,5.306227106227118e-06
SC4001E0,3.41,4.083809523809523e-05,2.2351648351648477e-06
SC4001E0,3.42,4.637069597069597e-05,-2.563369963369951e-06
SC4001E0,3.43,5.293479853479853e-05,-4.578754578754567e-06
SC4001E0,3.44,5.5091575091575095e-05,-3.523076923076911e-06
SC4001E0,3.45,6.446886446886446e-05,2.9069597069597193e-06
SC4001E0,3.46,5.6591941391941384e-05,5.882051282051295e-06
SC4001E0,3.47,5.7154578754578755e-05,8.089377289377302e-06
SC4001E0,3.48,4.909010989010989e-05,8.37728937728939e-06
SC4001E0,3.49,6.896996336996336e-05,4.922344322344335e-06
SC4001E0,3.5,9.330402930402931e-06,8.953113553113564e-06
SC4001E0,3.51,2.433406593406593e-05,1.0008791208791221e-05
SC4001E0,3.52,2.5084249084249082e-05,1.336776556776558e-05
SC4001E0,3.53,-9.986813186813187e-06,9.624908424908439e-06
SC4001E0,3.54,1.8145054945054945e-05,5.210256410256422e-06
SC4001E0,3.55,1.4956776556776557e-05,4.826373626373638e-06
SC4001E0,3.56,1.88014652014652e-05,7.225641025641038e-06
SC4001E0,3.57,1.1956043956043956e-05,9.33699633699635e-06
SC4001E0,3.58,1.7394871794871793e-05,1.0104761904761916e-05
SC4001E0,3.59,2.123956043956044e-05,1.0392673992674005e-05
SC4001E0,3.6,6.9860805860805854e-06,8.37728937728939e-06
SC4001E0,3.61,6.892307692307691e-06,6.169963369963382e-06
SC4001E0,3.62,1.7394871794871793e-05,6.169963369963382e-06
SC4001E0,3.63,9.893040293040294e-06,8.473260073260086e-06
SC4001E0,3.64,6.048351648351648e-06,1.1064468864468876e-05
SC4001E0,3.65,9.7992673992674e-06,1.0680586080586094e-05
SC4001E0,3.66,1.0643223443223442e-05,6.649816849816862e-06
SC4001E0,3.67,1.261245421245421e-05,7.321611721611734e-06
SC4001E0,3.68,1.4300366300366299e-05,6.361904761904774e-06
SC4001E0,3.69,1.551941391941392e-05,7.033699633699646e-06
SC4001E0,3.7,9.611721611721611e-06,8.37728937728939e-06
SC4001E0,3.71,1.1862271062271063e-05,7.993406593406606e-06
SC4001E0,3.72,1.355018315018315e-05,1.2504029304029315e-05
SC4001E0,3.73,8.58021978021978e-06,8.56923076923078e-06
SC4001E0,3.74,4.547985347985347e-06,1.029670329670331e-05
SC4001E0,3.75,9.517948717948718e-06,3.866666666666679e-06
SC4001E0,3.76,2.424029304029304e-05,5.6901098901099026e-06
SC4001E0,3.77,1.7582417582417584e-05,4.442490842490855e-06
SC4001E0,3.78,1.7676190476190476e-05,4.346520146520159e-06
SC4001E0,3.79,1.0549450549450548e-05,8.37728937728939e-06
SC4001E0,3.8,3.4227106227106226e-06,1.0008791208791221e-05
SC4001E0,3.81,9.236630036630036e-06,1.1064468864468876e-05
SC4001E0,3.82,-2.2974358974358975e-06,1.1352380952380964e-05
SC4001E0,3.83,6.517216117216117e-06,1.077655677655679e-05
SC4001E0,3.84,3.985347985347985e-06,6.265934065934078e-06
SC4001E0,3.85,5.485714285714286e-06,6.361904761904774e-06
SC4001E0,3.86,3.4227106227106226e-06,5.114285714285727e-06
SC4001E0,3.87,-2.7663003663003663e-06,7.129670329670342e-06
SC4001E0,3.88,-5.954578754578754e-06,6.93772893772895e-06
SC4001E0,3.89,7.454945054945055e-06,5.402197802197814e-06
SC4001E0,3.9,-1.1487179487179487e-05,8.473260073260086e-06
SC4001E0,3.91,-4.923076923076923e-06,3.0989010989011114e-06
SC4001E0,3.92,-1.3643956043956043e-05,2.1391941391941516e-06
SC4001E0,3.93,-8.205128205128204e-06,2.0432234432234555e-06
SC4001E0,3.94,-2.452161172161172e-05,1.8512820512820636e-06
SC4001E0,3.95,-1.1018315018315018e-05,8.91575091575104e-07
SC4001E0,3.96,-1.1862271062271063e-05,6.03663003663016e-07
SC4001E0,3.97,-1.8895238095238093e-05,3.0989010989011114e-06
SC4001E0,3.98,-2.1614652014652013e-05,5.306227106227118e-06
SC4001E0,3.99,-1.3831501831501831e-05,4.346520146520159e-06
